Date,Video Name,Video Views,PTR Transcript Sentiment,Flair Transcript Outlook,Flair Transcript Score
12/18/2021,"Every Ongoing War Explained: All 56 Global Conflicts and 113,523 Annual Deaths Explained - TLDR News",956K views,0.5214,NEGATIVE,0.9066
12/18/2021,"How Trump Contributed to the China/Iran Deal, Farage's New Job & Myanmar Gets Worse - TLDR News",21K views,0.5231,NEGATIVE,0.9054
12/18/2021,Israeli Election Results Explained: Will Israel Finally Have a Stable Government? - TLDR News,131K views,0.518,NEGATIVE,0.8824
12/18/2021,China Escalates the South China Sea Dispute & America's Secret Afganistan Trip - TLDR News,29K views,0.5305,NEGATIVE,0.9042
12/18/2021,Lula vs Bolsonaro: Brazil's Battle of the Populists as Lula Returns to Politics? - TLDR News,35K views,0.524,NEGATIVE,0.8762
12/18/2021,"Britain Takes on China (over Hong Kong), Kim Jong Un Ignores Biden's Calls & Lula's Back - TLDR News",50K views,0.5237,NEGATIVE,0.8773
12/18/2021,Hong Kong's New Democracy Laws Explained: Did China Kill Democracy in Hong Kong? - TLDR News,60K views,0.524,NEGATIVE,0.8864
12/18/2021,China's Richest Man Criticised China. He then 'Disappeared' For Three Months - TLDR News,57K views,0.5307,NEGATIVE,0.9083
12/18/2021,"China Denies Uighur Genocide, Germany's PPE Scandal & Senegal's Apocalypse - TLDR News",32K views,0.5201,NEGATIVE,0.9077
12/18/2021,Who Owns Antarctica? Complex Claims to the Antarctic Explained - TLDR News,86K views,0.517,POSITIVE,0.8817
12/18/2021,"Myanmar, The Coup & the Chaos Explained: How Did Myanmar End Up Like This? - TLDR News",55K views,0.5215,NEGATIVE,0.9017
12/18/2021,"Myanmar's Leader Reappears, Sarkozy Found Guilty of Corruption & Hungary's Vaccines - TLDR News",27K views,0.5231,NEGATIVE,0.8863
12/18/2021,Coronavirus Bar Chart Race: How The Virus Spread the World in 2020 - TLDR News,37K views,0.5269,NEGATIVE,0.9007
12/18/2021,TLDR News Global: Brand New Channel from TLDR News,152K views,0.5256,NEGATIVE,0.918
12/18/2021,Ebola's Back: How Worried Should We Be about Ebola Spreading in 2021 - TLDR News,83K views,0.5187,NEGATIVE,0.9187
12/18/2021,Will China & America go to War over Taiwan? Tensions Escalate Between the Superpowers - TLDR News,140K views,0.5235,NEGATIVE,0.8918
12/18/2021,"China India Border Conflict Progresses, Ebola Returns to Africa & Myanmar Coup Updates - TLDR News",27K views,0.5216,NEGATIVE,0.888
12/18/2021,Can Farmers Take Down the Indian Government: The Farmers Protests Explained - TLDR News,34K views,0.518,NEGATIVE,0.8959
12/18/2021,Is China The World's Biggest Loan Shark? Does China Use Debt Trap Diplomacy? - TLDR News,59K views,0.5284,NEGATIVE,0.9037
12/18/2021,"Did India Ignore Flood Warnings, Myanmar’s Coup Worsens & Japan's Olympic Scandal - TLDR News",27K views,0.5198,NEGATIVE,0.9123
12/18/2021,"1,103,454 Votes: What Is the Best Flag in the World? - TLDR News",656K views,0.5179,NEGATIVE,0.9036
12/18/2021,Did Corruption Pay for Putin's $1.37 Billion Palace? How This Home Sparked Protests - TLDR News,48K views,0.5219,POSITIVE,0.9007
12/18/2021,"India China Border Violence, Russia's Navalny Protests & Myanmar's Coup Explained - TLDR News",29K views,0.5246,NEGATIVE,0.8883
12/18/2021,How Do Laws Work in Antarctica; a Continent with no Countries? - TLDR News,24K views,0.5215,NEGATIVE,0.8898
12/18/2021,Ethiopia's Civil War: The Government Using Starvation as a Weapon Against Tigrayans? - TLDR News,45K views,0.522,NEGATIVE,0.9271
12/18/2021,"$277,000,000,000,000 of Global Debt: Who Owes it & To Whom? - TLDR News",859K views,0.5215,NEGATIVE,0.891
12/19/2024,TLDR Responds to Your Complaints and Criticism,67K views,0.5239,NEGATIVE,-0.0969305435210713
